City,type,room_number,Area,Street,number_in_street,city_area,price,num_of_images,floor_out_of,hasElevator ,hasParking ,hasBars ,hasStorage ,condition ,hasAirCondition ,hasBalcony ,hasMamad ,handicapFriendly ,entranceDate ,furniture ,publishedDays ,description ,
כפר סבא,דירה,4,122,ביאליק,22,מרכז העיר דרום,3100000,11,קומה 1 מתוך 4,יש מעלית,יש חנייה,יש סורגים,אין מחסן,שמור,יש מיזוג אויר,יש מרפסת,יש ממ״ד,לא נגיש לנכים,01/12/2023,חלקי,,"דירת 4 חדרים, 122 מ״ר לפי ארנונה, קומה ראשונה ברחוב ביאליק (בבניין 7 דירות), מרווחת ומתוכננת היטב. בדירה יחידת הורים, ממ״ד שהוא חדר, פינת אוכל, מרפסת שמש, מרפסת שירות וחניה מקורה בטאבו.

הדירה מושכרת עד ה-01/24.",
כפר סבא,דירה,3,85,"הגר""א",6,מרכז העיר דרום,2850000,6,קומה 2 מתוך 3,אין מעלית,יש חנייה,אין סורגים,אין מחסן,משופץ,יש מיזוג אויר,אין מרפסת,אין ממ״ד,לא נגיש לנכים,01/08/2023,מלא,,"דירת 3 חדרים. מיקום מעולה, שקט ומרכזי, קרוב לתחנת רכבת, מוסדות חינוך ויציאה מהירה לכביש 531. הדירה שופצה מהיסוד (כולל חשמל וצנרת) לפני 6 שנים. בדירה מזגן מיני מרכזי, יחידת הורים. הבניין בהליכי תמ""א 38/2 (הריסה בניה) צפי להתחלת בנייה בעוד מס' חודשים בודדים. בסיום בניית הבניין החדש, הדירה תהיה 85 מ""ר + 18 מ""ר מרפסת שמש בקומה א' (3 כיווני אוויר) + חניה תת קרקעית בטאבו. 
הקונה פטור מתשלום על תשומות הבניה ובנוסף, ייהנה הקונה מקבלת דמי שכירות חודשיים בסך 6000 ש""ח (מהמיזם) וזאת לאורך כל תקופת הבניה ועד לקבלת המפתח.",
כפר סבא,דירה,3.5,,נחשון,,מרכז העיר דרום,2300000,2,קומה 1 מתוך 5,יש מעלית,אין חניה,אין סורגים,אין מחסן,שמור,יש מיזוג אויר,אין מרפסת,אין ממ״ד,נגיש לנכים,גמיש,לא צויין,,None,
כפר סבא,דופלקס,5.5,,ארלוזורוב,,מרכז העיר דרום,4100000,1,קומה 5 מתוך 6,יש מעלית,יש חנייה,אין סורגים,אין מחסן,ישן,יש מיזוג אויר,יש מרפסת,אין ממ״ד,לא נגיש לנכים,גמיש,לא צויין,,למכירה במרכז העיר קרוב להכל דופלקס מעולה שייך לבית ספר אושיסקין,
כפר סבא,דירה,4,125,ויצמן,78,מרכז העיר דרום,777777,5,קומה 3,יש מעלית,אין חניה,אין סורגים,אין מחסן,משופץ,יש מיזוג אויר,אין מרפסת,אין ממ״ד,נגיש לנכים,מיידי,לא צויין,,לפני פינוי בינוי עתידי .,
כפר סבא,דירה,5,132,נלקין,2,השכונה הירוקה,4200000,0,קומת קרקע,יש מעלית,אין חניה,יש סורגים,יש מחסן,חדש,יש מיזוג אויר,אין מרפסת,יש ממ״ד,נגיש לנכים,לא צויין,לא צויין,,"דירה 5 חדרים צופה על גינת נלקין המרכזית בשכונה (מעבר לגינה ללא חציית כבישים), שקטה. קרבה לגנים ובתי ספר, קניון וקופות חולים. יחידת מתבגר עם מקלחת ושירותים נפרדים, יכול לשמש גם כקליניקה. מטבח משודרג עם אי גדול. מזגנים בכל החדרים, רשתות",
כפר סבא,דירה,3,,מוצקין/דובדבן הכפר/כיסופים,,None,2400000,1,קומה 2 מתוך 4,יש מעלית,יש חנייה,אין סורגים,אין מחסן,חדש,יש מיזוג אויר,יש מרפסת,יש ממ״ד,לא נגיש לנכים,לא צויין,לא צויין,,"מציאה של ממש דירה עם חניה, ממד 
ברחוב מבוקש בכפר סבא.
קרובה לבתי ספר וגנים.
מחיר פצצה. ואפילו יש מרפסת שמש


מחיר שיווק 2,400,000 ₪",
כפר סבא,דירה,3.5,84,יבנה,,מוצקין/דובדבן הכפר/כיסופים,2490000,7,קומה 4 מתוך 6,יש מעלית,יש חנייה,אין סורגים,אין מחסן,חדש,יש מיזוג אויר,יש מרפסת,יש ממ״ד,נגיש לנכים,גמיש,לא צויין,,"דירה חדשה בבניין שעבר תמ""א 38",
כפר סבא,דירה,4,110,הרצל,26,מרכז העיר דרום,2890000,6,קומה 2 מתוך 5,יש מעלית,אין חניה,יש סורגים,אין מחסן,משופץ,יש מיזוג אויר,אין מרפסת,אין ממ״ד,לא נגיש לנכים,גמיש,לא צויין,,"ללא תיווך דירה מעוצבת ושמורה מאוד, מזגן בכל חדר ומיני מרכזי בחלל המרכזי. איזור שקט עם גינה גדולה מתחת לבניין. יחידת הורים. מטבח מושקע. פרקטים בחדרים",
כפר סבא,דירה,5,143,רוטשילד,16,מרכז העיר דרום,3450000,13,קומה 2 מתוך 4,יש מעלית,יש חנייה,אין סורגים,אין מחסן,משופץ,יש מיזוג אויר,אין מרפסת,אין ממ״ד,לא נגיש לנכים,01/10/2023,מלא,,"https://dira.internetido.com/
למכירה (ללא תיווך)  דירת 5 חדרים ענקית ומשופצת, 143 מ״ר. הדירה שופצה בצורה יסודית לפני 16 שנה, בליווי ארכיטקטית  כולל צנרת מים, חשמל וחלונות זכוכית בידודית. עורפית ושקטה, פונה לריאה ירוקה, כיווני אוויר  מזרח ודרום. מיקום מעולה בחלק העליון והמוצל של רח? רוטשילד, קרוב מאד לגנים, לבית ספר אוסישקין וסופרמרקט. סוויטת הורים גדולה, מטבח מודרני ומרווח כולל משטח שיש גדול ואי מעץ. חלל מרכזי גדול 
כל הפרטים בלינק הבא:  https://dira.internetido.com/",
כפר סבא,דירת גן,4,106,השכונה הירוקה,,None,4400000,8,קומת קרקע,יש מעלית,יש חנייה,אין סורגים,יש מחסן,חדש,יש מיזוג אויר,יש מרפסת,יש ממ״ד,נגיש לנכים,גמיש,לא צויין,,"חדש בשוק ! למכירה בבלעדיות, דירת גן 4 חד הכי יפה בירוקה 80 !! 106 מטר נטו  + 115 מטר של גינה מדהימה!!כיוונים: מזרח ודרום.2 חניות מקורות ומחסן. מחיר שיווק 4,400,000 התמונות מדברות בעד עצמן, לראות ולהתאהב. לפרטים נוספים התקשרו",
כפר סבא,דירה,3,106,ברק,,אלי כהן,2890000,3,קומה 4 מתוך 5,יש מעלית,יש חנייה,אין סורגים,יש מחסן,שמור,יש מיזוג אויר,יש מרפסת,יש ממ״ד,נגיש לנכים,מיידי,לא צויין,,"דירת 3 חד במרכז המבוקש של העיר. בקרבת רכבת, פארק כפר סבא וקניון. דירה שקטה בבניין מקסים. מרפסת שמש שטופת אויר ושמש. חלל משפחתי גדול. חניה מקורה ומחסן פרטי.",
כפר סבא,דירה,4,143,מנור אהוד,8,הזמר העברי,3650000,0,קומה 2 מתוך 6,יש מעלית,אין חניה,אין סורגים,יש מחסן,שמור,יש מיזוג אויר,אין מרפסת,יש ממ״ד,לא נגיש לנכים,לא צויין,לא צויין,,"* מפרטי* דירת 4 חדרים במצב מצויין בשכונת הזמר העברי (כפ""ס הירוקה 60). קומה 2, פינתית ומוארת בבניין מטופח ושמור בעל 15 דירות בלבד. שלושה כיווני אויר, יחידת הורים עם מקלחת/שירותים וחדר ארונות, מרפסת, מחסן וחניה. איזור שקט וקרוב לגינות, גני ילדים ובתי ספר",
כפר סבא,דירה,5,130,סוקולוב,12,מרכז העיר דרום,3900000,0,קומה 5 מתוך 6,יש מעלית,אין חניה,אין סורגים,אין מחסן,חדש,יש מיזוג אויר,אין מרפסת,יש ממ״ד,נגיש לנכים,לא צויין,חלקי,,"דירה חדשה מקבלן (בת 3), מושקעת ויפיפייה במיקום הכי טוב בכפר סבא - 350 מטר מקניון ערים ו450 מטר מרכבת סוקולוב. עם זאת הדירה עורפית ושקטה (פיסית ברחוב גולן ולא בסוקולוב). מטבח משודרג של סמגל. פתחי מזגן - קרניזים דקורטיביים. 2 מקלחת+שירותים + שירותים נוספים לאורחים. כל הפנים של הבנייה שודרג לרמות הכי גבוהות. גני ילדים מתחת לבית. דירה מושלמת - נמכרת לרגל רילוקיישן ארוך.קרא עוד",
רעננה,דירת גג,['6.5'],200,המעלות,18, מרכז דרום ,3900000,2,קומה 4 מתוך 4,יש מעלית,יש חנייה,יש סורגים,אין מחסן,שמור,יש מיזוג אויר,יש מרפסת,אין ממ״ד,לא נגיש לנכים,01/06/2024,חלקי,,"רחוב מקסים במרכז, שקט ללא מוצא, ירוק ופסטורלי, דירה מרווחת עם המון פוטנציאל, נוף פתוח, נגישות קלה למרכזי קניות וגם ליציאות קלות מהעיר.
פינוי הדירה יולי 2024",
רעננה,דירה,['3'],90,גאולה,9, קרית שרת ,3100000,0,קומה 1 מתוך 10,יש מעלית,אין חניה,אין סורגים,יש מחסן,משופץ,יש מיזוג אויר,אין מרפסת,יש ממ״ד,נגיש לנכים,לא צויין,לא צויין,,"בהזדמנות שלא תחזור!! דירה מהפרוייקט של ""קידר"" בגאולה 9 צו פינוי ב25/06(עוד חודש) 77 מ""ר+13 מ""ר מרפסת שמש מחסן+חניה דמי שכירות מהיזם על 3900 שח לאורך כל הפרוייקט מחוייב בחוזה 2 כיווני אויר מזרח ודרום לא להתקשר סתם רק מי שיודע לזהות הזדמנות של פעם ב",
רעננה,דירה,['4'],110,סמטת החומה,2003,2003,3550000,4,קומה 2 מתוך 6,יש מעלית,יש חנייה,אין סורגים,יש מחסן,שמור,יש מיזוג אויר,יש מרפסת,יש ממ״ד,נגיש לנכים,גמיש,לא צויין,,נכס חדש בשכונת 2003 המבוקשת  4 חי נדירה בבינין בוטיק ממד גדול מרפסת של 16 מרי הפונה לירוק ולדרום   2 מעליות חניה ומחסן פרטי  קרוב למוסדות חינוך ולמרכז קניות,
רעננה,דירה,['4.5'],127,לב הפארק,2003,,3450000,0,קומה 1 מתוך 4,יש מעלית,יש חנייה,אין סורגים,אין מחסן,משופץ,יש מיזוג אויר,יש מרפסת,יש ממ״ד,נגיש לנכים,01/08/2023,לא צויין,,"במיקום נפלא בשכונה קרוב לבית הספר הגנים וכל השירותיים הקהילתיים דירת 4 חד +חצי חדר ממד ללא חלון 
מוארת מרווחת ויפה 
לראות ולהתאהב !",
רעננה,דירה,['5'],150,עגנון,4, מרכז דרום ,4200000,0,קומת קרקע,יש מעלית,אין חניה,יש סורגים,יש מחסן,שמור,יש מיזוג אויר,אין מרפסת,אין ממ״ד,נגיש לנכים,לא צויין,לא צויין,,"מיקום מרכזי ומעולה, שכנים מעולים, קרוב ליציאה ל-531. הדירה בבלעדיות",
רעננה,דירה,['4'],100,בורוכוב,28, קרית דוד רמז ,2900000,7,קומה 2 מתוך 5,יש מעלית,אין חניה,אין סורגים,אין מחסן,משופץ,יש מיזוג אויר,אין מרפסת,אין ממ״ד,נגיש לנכים,גמיש,חלקי,,"למכירה, דירה, 4 חדרים, קומה 2, ברעננה, משופצת. כוונים מזרח וצפון. חדר שינה עם שירותים צמודים וחדר ארונות. הדירה פונה לרח חנקין, שקטה מאד. מרפסת שירות למטבח",
רעננה,דירה,['4.5'],130,רימלט אלימלך,28, לב הפארק ,3450000,0,קומה 1 מתוך 3,יש מעלית,יש חנייה,אין סורגים,אין מחסן,משופץ,יש מיזוג אויר,יש מרפסת,יש ממ״ד,נגיש לנכים,01/08/2023,לא צויין,,"חדשה בשוק!!! בלב הפארק!
במיקום מרכזי, בקרבת בית הספר, המתנ""ס, הבריכה העירונית, מרכז מסחרי וכל מה שצריך...
גדולה ומרווחת + מרפסת שמש יפה",
רעננה,דירת גן,['5'],150,שיכון אשר,28,,4990000,6,קומה 1 מתוך 3,יש מעלית,יש חנייה,יש סורגים,יש מחסן,חדש,יש מיזוג אויר,יש מרפסת,יש ממ״ד,נגיש לנכים,גמיש,לא צויין,,"למכירה דירת גן במערב רעננה.
מיקום סופר פרימיום רחוב פנימי שקט.
5 חדרים מרווח 150 מטר ארנונה .
יחידת הורים חדשה אחרי שיפוץ.
3 חניות רשומות, מחסן גדול, מעלית ממד מרפסת 60 מטר גבוה.
לתאום סיור צרו קשר
",
רעננה,דירה,['4'],103,רימלט אלימלך,4, לב הפארק ,3150000,6,קומה 3 מתוך 3,יש מעלית,יש חנייה,אין סורגים,אין מחסן,שמור,יש מיזוג אויר,יש מרפסת,יש ממ״ד,לא נגיש לנכים,גמיש,אין,,"בקצה רעננה, צופה על השדות
דירת 4 חדרים למכירה!

בלב הפארק - רחוב רימלט
85 מ""ר בנוי (103 בארנונה)
מרפסת
ממד
חניה

קומה 3 מתוך 3
בבניין בוטיק בן 6 דיירים בלבד

זכויות לבנית 40 מ""ר נוספים על הגג!

לפרטים נוספים ותיאום ביקור:
עמית טל
הנדלן החברתי של קלר ווילאמס,",
רעננה,בית פרטי,['7.5'],280,ידין יגאל,1, מרכז דרום ,6690000,5,קומת קרקע,אין מעלית,יש חנייה,אין סורגים,אין מחסן,משופץ,יש מיזוג אויר,יש מרפסת,יש ממ״ד,נגיש לנכים,מיידי,לא צויין,,"מפרטי.  
בית דו משפחתי עם גינה שטופת שמש ממוקם ברחוב הולנדי ללא מוצא שקט.  דקות הליכה מהמרכז. בקרבת סופר, בתי קפה ובתי ספר . 6 חדרי שינה מרווחים כולל אחד בקומת קרקע ואחד בעליית הגג  4 שירותים 3 מקלחות. 
עיצוב אדריכלי  כפר בעיר - לבוא ולהכנס אחרי שיפוץ כללי.  

 למהירי החלטה ללא תיווך",
רעננה,קוטג' טורי,['7'],250,קצין,1, דרום מזרח ,5300000,2,קומת קרקע,אין מעלית,יש חנייה,אין סורגים,אין מחסן,ישן,אין מיזוג אויר,אין מרפסת,אין ממ״ד,לא נגיש לנכים,מיידי,לא צויין,,למכירה בבלעדיות קוטג' פינתי על עמודים ברחוב קצין האיכותי והמבוקש מגרש 250 מ''ר אדמה פרטית150 מ''ר בנוי המחולק לשני מפלסים  פלוס 30 מ''ר קומת כניסה פינוי מיידידרוש שיפוץ,
רעננה,קוטג',['6'],220,לב הפארק,1,,7200000,8,קומת קרקע,אין מעלית,יש חנייה,אין סורגים,אין מחסן,ישן,יש מיזוג אויר,יש מרפסת,יש ממ״ד,לא נגיש לנכים,01/08/2023,לא צויין,,"בית נהדר בשכונה נפלאה !!

",
רעננה,דירה,['5'],136,אחד העם,1, לסטר ,3850000,2,קומה 5 מתוך 7,יש מעלית,יש חנייה,אין סורגים,אין מחסן,חדש,יש מיזוג אויר,יש מרפסת,יש ממ״ד,נגיש לנכים,מיידי,לא צויין,,"דירה חדשה מהקבלן באזור מבוקש .
5 חדרים .מרווחת ומוארת
3 כוייוני אויר מערב מזרח וצפון
מרפסת שמש
2 חדרי אמבטיה ו3 שירותים
מעלית. חניה במכפיל
קומה גבוהה",
רעננה,דירה,['5'],126,אחד העם,1, לסטר ,3850000,1,קומה 5 מתוך 7,יש מעלית,יש חנייה,אין סורגים,אין מחסן,חדש,יש מיזוג אויר,יש מרפסת,יש ממ״ד,נגיש לנכים,מיידי,לא צויין,,"דירה חדשה מהקבלן באזור מבוקש .
5 חדרים .מרווחת ומוארת
3 כוייוני אויר מערב מזרח וצפון
מרפסת שמש 
2 חדרי אמבטיה ו3 שירותים
מעלית. חניה במכפיל
קומה גבוהה",
רעננה,דירה,['5'],152,ברנר,1, מרכז דרום ,3600000,5,קומה 2 מתוך 4,יש מעלית,יש חנייה,אין סורגים,יש מחסן,משופץ,יש מיזוג אויר,אין מרפסת,יש ממ״ד,נגיש לנכים,גמיש,לא צויין,,"חדש בשוק !
רעננה מרכז דרום 5 חדרים קומה ב' מושקעת מאד עם מעלית חניה פרטית ומחסן .
חובה לראות ! ",
רעננה,דירה,['5'],130,רעננה צפון,1,,3490000,5,קומה 4 מתוך 6,יש מעלית,יש חנייה,אין סורגים,יש מחסן,חדש,יש מיזוג אויר,יש מרפסת,יש ממ״ד,נגיש לנכים,גמיש,לא צויין,,"דירת 5 חדרים חדשה 
בפרויקט אלקטרה .
בקומה שלישית
מרפסת 10 מ""ר לנוף פתוח
מאסטר הורים גדול
2 חניות רגילות 
מחסן גדול ו ממד
חייבת להימכר מהר.",
פתח תקווה,דירה,6 חד׳,"130 מ""ר",גרוטו אלכסנדר ,6,נווה גן ,3880000,5,קומה 5 מתוך 9,TRUE,TRUE,TRUE,TRUE,שמור,TRUE,TRUE,TRUE,FALSE,גמיש,לא צויין,,,
פתח תקווה,דירה,5 חד׳,"137 מ""ר",העצמאות ,69,כפר גנים ג ,3700000,0,קומה 2 מתוך 8,TRUE,TRUE,FALSE,FALSE,שמור,TRUE,TRUE,TRUE,FALSE,לא צויין,לא צויין,,"למכירה ללא תיווך מוכרים את דירתנו היפה 5 חדרים- כפר גנים ג' ,פתח תקווה במיקום מעולה דירה עורפית 3 חניות, מחסן צמוד, סורגים ורשתות בחלונות, פינת אוכל נפרדת וגדולה, מזגן מיני מרכזי בכל הבית+ מזגן נוסף בחדר ילדים בקרבת מרכזי קניות, בתי ספר ותחבורה ציבורית",
פתח תקווה,דירה,4 חד׳,"96 מ""ר",הנשיאים ,,כפר גנים ב ,2400000,0,קומה 1 מתוך 4,FALSE,TRUE,TRUE,FALSE,שמור,FALSE,FALSE,FALSE,FALSE,מיידי,לא צויין,,"דירת גדולה מיועדת לתמ""א 2 אחרי שולחן עגול, יש קבלן צפי תחילת בניה כשנה וחצי.פוטנציאל לקבלת דירת 4 חדרים חדשהיש 2 חניות!",
פתח תקווה,דירה,6 חד׳,"152 מ""ר",מסקין ,46,כפר גנים ג ,4280000,6,קומה 2 מתוך 8,TRUE,TRUE,TRUE,TRUE,חדש,FALSE,TRUE,FALSE,FALSE,גמיש,לא צויין,,"מפרטי למכירה!!! ללא תיווך!!! דירת 6 חדרים עורפית (דרום- מערב) לשדרה הירוקה ברח' מסקין 46 בכפר גנים, קומה 2 בבניין בן 4.5 שנים מפואר ומתוחזק: דירה גדולה 138 מ""ר, מרווחת ומוארת הכוללת יחידת הורים ויחידת מתבגר, מרפסת 14 מ""ר, מטבח כשר של סמל, 3 חדרי שירותים, ארונות אמבטיה ומקלחונים משודרגים, חלונות חשמל ורשתות, מיזוג VRF אלקטרה, דוד שמש וחשמל ומערכת חימום מים על גז, ריצוף גדול ומשודרג, 2 חניות עוקבות",
פתח תקווה,דופלקס,5 חד׳,"123 מ""ר",ראש פינה ,2,אם המושבות הותיקה ,3750000,0,קומה 5 מתוך 5,TRUE,TRUE,FALSE,FALSE,ישן,FALSE,TRUE,FALSE,FALSE,לא צויין,לא צויין,,"למכירה דירת דופלקס ברחוב ראש פינה באם המושבות הותיקה על השדרה. קומה 5 ו-6, בניין קטן עם 12 דיירים. הדירה 123 מ', 5 חדרים שהוסבו ל 4, שתי אמבטיות מלאות ושירותי אורחים. שתי מרפסות- בקומת הסלון מרפסת של 28 מ וביחידת ההורים מרפסת של 3.5 מ' נוף פתוח. חניה ל 4 רכבים",
פתח תקווה,דירה,4 חד׳,"80 מ""ר",בגין מנחם ,11,הדר גנים ,2179000,0,קומה 3 מתוך 4,TRUE,TRUE,TRUE,FALSE,שמור,FALSE,FALSE,FALSE,FALSE,גמיש,לא צויין,,,
פתח תקווה,דירה,3 חד׳,"64 מ""ר",הוברמן ,,"שיכון מפ""ם ",2140000,12,קומה 1 מתוך 8,TRUE,TRUE,TRUE,FALSE,משופץ,FALSE,TRUE,FALSE,FALSE,גמיש,לא צויין,,"בשכונת מפ""ם השקטה והמבוקשת, בבניין בוטיק סופר מטופח עם לובי גדול ומרשים. 2 מעליות, סהכ 8 קומות. חניה רגילה ומרווחת. דירת 3 חדרים מוארת נקייה ובעלת אנרגיות טובות, משופצת, אלומיניום חדש בחדרי השינה. מזגן חדש בכל חדר. נעשה שיפוץ בחדר האמבטיה הצנרת הוחלפה לפני 3 שנים. דוד שמש וחשמל. 3 כיווני אוויר צפון מערב ודרום.דירה מקסימה פשוט להתאהב!יציאה קלה מהעיר, קרובה לבתי ספר וגני ילדים. הליכה לתחב""צ",
פתח תקווה,דירה,3.5 חד׳,,סלומון ,,המרכז השקט ,2500000,7,קומה 1 מתוך 4,TRUE,TRUE,FALSE,FALSE,משופץ,FALSE,FALSE,FALSE,FALSE,מיידי,לא צויין,,"למכירה דירה מונגשת ‼ עם פתחים רחבים ברחוב סלומון 
במרכז העיר פתח תקווה, באזור עם צביון דתי

- 3.5 חדרים שהוסבה ל 3 חדרים גדולים 
- מוארת ומרווחת
- סלון ענק
- קומה 1 
- משופצת ברמה גבוהה 
- מזגנים
- מעלית
- פנויה לכניסה מיידית
- בקרבת בתי ספר וגני ילדים (חינוך ממלכתי וחינוך דתי), תחבורה ציבורית ומרכזי קניות

- עמיר קרן, מגשר וזכיין 
- רי/מקס INSPIRE פתח תקווה",
פתח תקווה,דירה,4 חד׳,"112 מ""ר",היבנר ,23,כפר גנים א ,2530000,10,קומה 2 מתוך 5,TRUE,TRUE,TRUE,FALSE,משופץ,FALSE,FALSE,FALSE,FALSE,מיידי,חלקי,,"דירת 4 חדרים קומה 2, עורפית שקטה, משופצת ומתוחזקת 2 דירות בקומה ברח' היבנר היוקרתי, חניה בטאבו, מעלית , 2 חדרי רחצה ושירותים , מזגן בכל חדר , קרובה למרכזי מסחר ,מוסדות חינוך, ושטחים ירוקים.הבניין לאחר שיפוץ כללי כולל מעטפת, חיזוק עמודים ולובי.  אופציה למרפסת שמש.
ללא תיווך!  מתווכים מתבקשים לא להתקשר!!!",
פתח תקווה,דירה,5 חד׳,"100 מ""ר",חפץ חיים ,65,המרכז השקט ,2300000,5,קומה 4 מתוך 5,TRUE,TRUE,TRUE,FALSE,משופץ,FALSE,TRUE,FALSE,FALSE,גמיש,לא צויין,,"ללא תיווך! דירה מהממת ומושקעת, ממ""ד,יח' הורים,חניה כפולה,5ח' (4.5 במקור),2 דיירים בקומה,3 כיווני אוויר,במיקום מצויין ושקט.",
פתח תקווה,דירה,4 חד׳,"85 מ""ר",ארלוזורוב,17,כפר גנים א,2120000,0,קומה 1 מתוך 5,TRUE,FALSE,FALSE,TRUE,משופץ,TRUE,FALSE,TRUE,TRUE,לא צויין,חלקי,,"דירה משופצת קומפלט, מטבח מנגר פרטי דירה מאד מסודרת ויפייפיה, כדאי לבוא לראות, לא למתווכים! יציאה גמיש בנין שקט בוטיק, יש תהליך שהתחיל של תמא אזורי עם חברת אזורים להגדלת שטח הדירה ל5 חדרים עם מרפסת וחנייה, פרטים נוספים בנייד. הקודם זוכה",
פתח תקווה,דירה,5 חד׳,"120 מ""ר",פרידמן אלעזר,22,צמרת גנים,2800000,0,קומה 8 מתוך 9,TRUE,TRUE,TRUE,TRUE,משופץ,TRUE,TRUE,TRUE,TRUE,גמיש,לא צויין,,,
פתח תקווה,דירה,2.5 חד׳,"49 מ""ר",פינס יחיאל מיכל,29,המרכז השקט,1575000,4,קומה 2 מתוך 3,FALSE,FALSE,FALSE,FALSE,שמור,FALSE,FALSE,FALSE,FALSE,גמיש,לא צויין,,"ברוכים הבאים לפינס 29 יש לנו דירת 2.5 חדרים בקומה 2 ללא מעלית , חניה משותפת הדירה מושכרת . יש פוטנציאל עתידי לפינוי בינוי. לתאום סיור בנכס : ארתור אדריי יועץ הנדלן שלכם :)",
פתח תקווה,דירה,4 חד׳,"109 מ""ר",פנקס,10,המרכז השקט,2560000,10,קומה 1 מתוך 5,TRUE,FALSE,FALSE,FALSE,משופץ,TRUE,TRUE,TRUE,TRUE,גמיש,לא צויין,,במרכז השקט דירת 4 חדרים מושקעת בניין קטן עם מעט דיירים עורפית ושקטה צרו קשר לפרטים נוספים ותיאום סיור,
פתח תקווה,בניין,4 חד׳,"100 מ""ר",כנסת ישראל,57,שעריה,2810000,0,קומה 2 מתוך 2,TRUE,TRUE,TRUE,FALSE,שמור,TRUE,TRUE,TRUE,TRUE,גמיש,חלקי,,"בס״ד קומה 2 מתוך 5,דירה עורפית(צפון מזרח) בטאבו + חנייה ,שמורה מושקעת ומתוחזקות מאוד, יחידת הורים כולל שרותים ומקלחת. מרקיזה במרפסת. תריס גלילה ביציאה למרפסת. מזגן תדיראן מרכזי 5.5 כ״ס. סורגים ורשתות בכל הבית. שקעי גיוויס בכל הבית. מסתור הכביסה הפך למחסן שירות כולל סולם קבוע תאורה ומדפים. *בבניין חדר עגלות גדול לשירות הדיירים. *בשבת מופעל תאורה ע״י שעון שבת בקומות ובמדרגות. קניון, מסעדה,מרכזי חנויות,גני שעשועים,בתי כנסת, בתי ספר, כביש 40/מכבית/6 בסמוך לנכס. לא לתיווך!!!!!!!!!!!!!!!!!!!!!",
פתח תקווה,דירה,3 חד׳,"92 מ""ר",הנביאים,14,שעריה,2270000,6,קומה 3 מתוך 9,TRUE,TRUE,TRUE,FALSE,חדש,TRUE,TRUE,TRUE,TRUE,גמיש,מלא,,"למכירה (ללא תיווך) דירת 3 חדרים עורפית ומושקעת בבניין חדש ברחוב הנביאים (קומה 3 מתוך 9) בכיוונים דרום-מערב. מטבח גדול ומשודרג מנגר, מרפסת 12 מ״ר מרווחת הפונה לנוף פתוח וכוללת סגירה, ממד מרווח, יחידת הורים עם מקלחת ושירותים, רשתות בכל הבית וחניה תת קרקעית בטאבו. בבניין יש 2 מעליות וגינה פרטית לדייר הבניין ובצמוד לבניין חניון ציבורי גדול ובשפע.",
פתח תקווה,דירה,4 חד׳,"110 מ""ר",כץ מיכל לייב,94,כפר גנים ב,2590000,1,קומה 4 מתוך 25,TRUE,TRUE,FALSE,TRUE,חדש,TRUE,TRUE,TRUE,TRUE,גמיש,לא צויין,,"חדש למכירה! במגדלים של כץ 94, כפר גנים ב'. בניין חדש ויוקרתי משנת 2019. דירת 4 חד ענקית ויפה כ110 מ״ר בארנונה + 13 מרפסת יש מחסן, חניה , 3 מעליות וממד קומה 4 לכיוון דרום מזרח מיזוג חדש , ארונות קיר בנויים, חימום מים בגז. לפרטים נוספים ותיאום חייגו עכשיו!",
פתח תקווה,בית פרטי,6 חד׳,"330 מ""ר",האחים ישראלית,,האחים ישראלית,6850000,3,קומת קרקע,FALSE,TRUE,FALSE,TRUE,לא צויין,TRUE,TRUE,TRUE,TRUE,לא צויין,לא צויין,,"נכס מיוחד שלא רואים כל יום !! בית פרטי באם המושבות - יושב על מגרש כ260 מ""ר, בנוי כ330 מ""ר, 3 מפלסים, חדרים גדולים מאוד, מזגן בכל חדר. גינה כ120 מ""ר, בנוסף מרפסת שמש גדולה לחזית, במפלס השני. לבית 3 יחידות דיור מאושרות -- מניבות ביחד כ12,000 ש""ח.",
פתח תקווה,דופלקס,4.5 חד׳,"160 מ""ר",הנשיאים,5,כפר גנים א,2570000,11,קומה 3 מתוך 4,FALSE,FALSE,TRUE,TRUE,משופץ,TRUE,FALSE,FALSE,FALSE,מיידי,חלקי,,"דירה בעיצוב אירופאי בשכונת כפר גנים המבוקשת.קומה תחתונה סלון,מטבח שני חדרי שינה,אמבטיה ושני שירותים,קומה עליונה(נפרדת) חדר וחצי,חדר אמבטיה ושירותים,מטבחון מרפסת וגג ענק!!! לא בשבת. גמיש. לא מתווכים!!!",
ירושלים,דירה,3 חד׳,"75 מ""ר",אבן גבירול ,10,רחביה ,3900000,11,קומה 4 מתוך 5,FALSE,TRUE,FALSE,TRUE,משופץ,FALSE,FALSE,FALSE,FALSE,גמיש,לא צויין,,"מפרטי, קיימת גמישות במחיר 
(לא למתווכים, בבקשה!)
הנכס שופץ בשנה שעברה, כולל מקלחות, צינורות הסקה, מטבח, ריצוף וכו...
דירה קסומה, עם שתי מרפסות; מרפסת סגורה ומרפסת פתוחה, כאשר לא יבנו מולה לעולם.
המטבח נעשה בנגרות, ברמה גבוהה מאוד.
ישנן שתי מקלחות+שירותים. 
כיוון דרום-מערב, נוף פתוח.
שני הצדדים ישארו פתוחים ולא יבנו מולם.
אין נכסים כאלה ברחביה!",
